fournisseur;siret_fournisseur;siret_payeur;code_fournisseur;code_maison;maison;num_commande;date_commande;num_bl;date_bl;num_facture;date_facture;date_echeance;nature_facture;devise;reference_article;code_ean;libelle;famille;qte;px_unitaire_brut;px_unitaire_net;montant_brut;montant_remise;montant_net;taux_tva;montant_tva;montant_ttc;nom_client;num_serie;Commentaire;
"MG Developpement";"441407061";"517780870";;"GF10";"GRAN";"002GF10";"20221102";"17089";"20221102";"f_12511";"20221102";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"GF10";;"002GF10";"20221102";"17089";"20221102";"f_12511";"20221102";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GA103";"GRAN";"C103000042";"20221028";"17090";"20221102";"f_12512";"20221102";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GA103";"GRAN";"C103000042";"20221028";"17090";"20221102";"f_12512";"20221102";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"GA103";"GRAN";"C103000042";"20221028";"17090";"20221102";"f_12512";"20221102";"20221231";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GA103";"GRAN";"C103000042";"20221028";"17090";"20221102";"f_12512";"20221102";"20221231";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GA103";;"C103000042";"20221028";"17090";"20221102";"f_12512";"20221102";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"587";"ACUI";"C587000157";"20221029";"17114";"20221104";"f_12513";"20221104";"20221231";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";2.00;;48.00;;;96.00;2000;19.20;115.20;;;;
"MG Developpement";"441407061";"517780870";;"587";"ACUI";"C587000157";"20221029";"17114";"20221104";"f_12513";"20221104";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";3.00;;58.80;;;176.40;2000;35.28;211.68;;;;
"MG Developpement";"441407061";"517780870";;"587";"ACUI";"C587000157";"20221029";"17114";"20221104";"f_12513";"20221104";"20221231";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"587";"ACUI";"C587000157";"20221029";"17114";"20221104";"f_12513";"20221104";"20221231";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";10.00;;3.50;;;35.00;2000;7.00;42.00;;;;
"MG Developpement";"441407061";"517780870";;"587";;"C587000157";"20221029";"17114";"20221104";"f_12513";"20221104";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GF05";"GRAN";"C501000533";"20221104";"17167";"20221107";"f_12545";"20221107";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF05";"GRAN";"C501000533";"20221104";"17167";"20221107";"f_12545";"20221107";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"GF05";"GRAN";"C501000533";"20221104";"17167";"20221107";"f_12545";"20221107";"20221231";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF05";"GRAN";"C501000533";"20221104";"17167";"20221107";"f_12545";"20221107";"20221231";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"GF05";;"C501000533";"20221104";"17167";"20221107";"f_12545";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"ARI002";"GRAN";"C802000002";"20221104";"17168";"20221107";"f_12546";"20221107";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"ARI002";"GRAN";"C802000002";"20221104";"17168";"20221107";"f_12546";"20221107";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"ARI002";;"C802000002";"20221104";"17168";"20221107";"f_12546";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GF08";"GRAN";"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF08";"GRAN";"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF08";"GRAN";"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";3.00;;42.00;;;126.00;2000;25.20;151.20;;;;
"MG Developpement";"441407061";"517780870";;"GF08";"GRAN";"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF08";"GRAN";"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF08";;"C310000001";"20221103";"17169";"20221107";"f_12547";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;21.00;;;21.00;2000;4.20;25.20;;;;
"MG Developpement";"441407061";"517780870";;"104";"ACUI";"conso_1859";"20221103";"17177";"20221107";"f_12548";"20221107";"20221231";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"104";"ACUI";"conso_1859";"20221103";"17177";"20221107";"f_12548";"20221107";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"104";"ACUI";"conso_1859";"20221103";"17177";"20221107";"f_12548";"20221107";"20221231";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"104";;"conso_1859";"20221103";"17177";"20221107";"f_12548";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"105";"ACUI";"C105003090";"20221103";"17178";"20221107";"f_12549";"20221107";"20221231";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"105";;"C105003090";"20221103";"17178";"20221107";"f_12549";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"115";"ACUI";"C115001110";"20221104";"17179";"20221107";"f_12550";"20221107";"20221231";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"115";;"C115001110";"20221104";"17179";"20221107";"f_12550";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GA205";"GRAN";"C205001790";"20221103";"17180";"20221107";"f_12553";"20221107";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";4.00;;42.00;;;168.00;2000;33.60;201.60;;;;
"MG Developpement";"441407061";"517780870";;"GA205";;"C205001790";"20221103";"17180";"20221107";"f_12553";"20221107";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"1802";"ACUI";"réappro  V";"20221028";"17218";"20221109";"f_12584";"20221109";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";10.00;;58.80;;;588.00;2000;117.60;705.60;;;;
"MG Developpement";"441407061";"517780870";;"1802";"ACUI";"réappro  V";"20221028";"17218";"20221109";"f_12584";"20221109";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";30.00;;58.80;;;1764.00;2000;352.80;2116.80;;;;
"MG Developpement";"441407061";"517780870";;"1802";"ACUI";"réappro  V";"20221028";"17218";"20221109";"f_12584";"20221109";"20221231";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";8.00;;24.00;;;192.00;2000;38.40;230.40;;;;
"MG Developpement";"441407061";"517780870";;"1802";"ACUI";"réappro  V";"20221028";"17218";"20221109";"f_12584";"20221109";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";20.00;;58.80;;;1176.00;2000;235.20;1411.20;;;;
"MG Developpement";"441407061";"517780870";;"110";"ACUI";"BL 17153";;"RFA";"20221104";"f_12585";"20221104";"20221231";"FA";"EUR";"3661871127172";"3661871127172";"PERFECT CLEAN (Appareil d'Entretien) - Pack de 2";"PerfectClean";1.00;;158.00;;;158.00;2000;31.60;189.60;;;;
"MG Developpement";"441407061";"517780870";;"110";;"BL 17153";;"RFA";"20221104";"f_12585";"20221104";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GF07";"GRAN";"C309000003";"20221107";"17267";"20221110";"f_12595";"20221110";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF07";"GRAN";"C309000003";"20221107";"17267";"20221110";"f_12595";"20221110";"20221231";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF07";;"C309000003";"20221107";"17267";"20221110";"f_12595";"20221110";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"GF07";"GRAN";"C309000004";"20221108";"17269";"20221110";"f_12596";"20221110";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF07";"GRAN";"C309000004";"20221108";"17269";"20221110";"f_12596";"20221110";"20221231";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF07";"GRAN";"C309000004";"20221108";"17269";"20221110";"f_12596";"20221110";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF07";;"C309000004";"20221108";"17269";"20221110";"f_12596";"20221110";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"110";"ACUI";"09112022_1";"20221109";"17287";"20221114";"f_12597";"20221114";"20221231";"FA";"EUR";"3661871125673";"3661871125673";"RECHARGE PERFECT CLEAN - Solution 30ML";"Refil PCL";1.00;;80.00;;;80.00;2000;16.00;96.00;;;;
"MG Developpement";"441407061";"517780870";;"110";;"09112022_1";"20221109";"17287";"20221114";"f_12597";"20221114";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;10.00;;;10.00;2000;2.00;12.00;;;;
"MG Developpement";"441407061";"517780870";;"GA07";"GRAN";"C180001160";"20221110";"17296";"20221115";"f_12614";"20221115";"20221231";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"GA07";"GRAN";"C180001160";"20221110";"17296";"20221115";"f_12614";"20221115";"20221231";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";2.00;;48.00;;;96.00;2000;19.20;115.20;;;;
"MG Developpement";"441407061";"517780870";;"GA07";"GRAN";"C180001160";"20221110";"17296";"20221115";"f_12614";"20221115";"20221231";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";3.00;;42.00;;;126.00;2000;25.20;151.20;;;;
"MG Developpement";"441407061";"517780870";;"GA07";"GRAN";"C180001160";"20221110";"17296";"20221115";"f_12614";"20221115";"20221231";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";2.00;;24.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GA07";"GRAN";"C180001160";"20221110";"17296";"20221115";"f_12614";"20221115";"20221231";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125635";"3661871125635";"COMPRIME EFFERVESCENT - Pack de 24 boites de 20 comprimés";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";2.00;;3.50;;;7.00;2000;1.40;8.40;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001593";"20221110";"17297";"20221115";"f_12615";"20221115";"20221231";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"502";"ACUI";"C502002508";"20221108";"17298";"20221115";"f_12616";"20221115";"20221231";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";3.00;;58.80;;;176.40;2000;35.28;211.68;;;;
"MG Developpement";"441407061";"517780870";;"502";"ACUI";"C502002508";"20221108";"17298";"20221115";"f_12616";"20221115";"20221231";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"502";"ACUI";"C502002508";"20221108";"17298";"20221115";"f_12616";"20221115";"20221231";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";5.00;;3.50;;;17.50;2000;3.50;21.00;;;;
"MG Developpement";"441407061";"517780870";;"502";;"C502002508";"20221108";"17298";"20221115";"f_12616";"20221115";"20221231";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
